#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-04-06T05:36:03 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5e8abf0a9c6a	
#INFO	-out.max=99999	
#INFO	queryParameters=18	
#-oc.form=dec
#-out.max=99999
#-nav=cat:J/A+A/530/A138&tab:{J/A+A/530/A138/catalog}&key:source=J/A+A/530/A138&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/530/A138/catalog
#-order=I
#-out=HIP
#-out=Name
#H09=H09
#-out=logg
#-out=Teff
#-out=e_Teff
#-out=[Fe/H]
#-out=RAJ2000
#-out=DEJ2000
#
#RESOURCE=yCat_35300138
#Name: J/A+A/530/A138
#Title: Geneva-Copenhagen survey re-analysis (Casagrande+, 2011)
#Table	J_A_A_530_A138_catalog:
#Name: J/A+A/530/A138/catalog
#Title: *Stellar parameters
#Column	HIP	(I6)	? Hipparcos number (2) [NULL integer written as an empty string]	[ucd=meta.id;meta.main]
#Column	Name	(a12)	Other name (3)	[ucd=meta.id]
#Column	logg	(F5.2)	? Surface gravity (5)	[ucd=phys.gravity]
#Column	Teff	(F5)	? Effective temperature (6)	[ucd=phys.temperature.effective]
#Column	e_Teff	(F5)	? Teff error (7)	[ucd=stat.error;phys.temperature.effective]
#Column	[Fe/H]	(F5.2)	? Metallicity	[ucd=phys.abund.Z]
#Column	RAJ2000	(A10)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#HIP;Name;logg;Teff;e_Teff;[Fe/H];RAJ2000;DEJ2000
# ; ;[cm/s2];K;K;[Sun];"h:m:s";"d:m:s"
# Note: Values for Sun from Prsa et al. 2016, IAU defined values.
#------;------------;-----;-----;-----;-----;----------;---------
 90864;HD 171067   ; 4.48; 5637;   78;-0.03;18 32 10.4;+13 44 11
 90747;HD 171087   ; 3.97; 6692;   86; 0.09;18 30 57.8;+41 06 23
 90965;HD 171128   ; 3.90; 6587;  109;-0.57;18 33 20.7;-08 34 00
 91102;HD 171179   ; 3.82; 5747;   85; 0.07;18 34 58.5;-38 39 25
 91085;HD 171238   ; 4.37; 5390;   69; 0.14;18 34 43.6;-28 04 20
 91095;HD 171239   ; 4.27; 5957;   59;-0.18;18 34 54.9;-30 43 47
 90813;HD 171242   ; 4.16; 5897;   85;-0.26;18 31 30.0;+45 00 35
 91012;HD 171278   ; 4.23; 6652;  106;-0.13;18 33 56.2;-02 49 14
 90835;HD 171341   ; 4.24; 6528;   71;-0.10;18 31 51.7;+49 53 28
 91270;HD 171377   ; 3.74; 6140;  170; 0.21;18 37 01.8;-48 12 33
 91131;HD 171413   ; 4.18; 6633;  143;-0.08;18 35 20.5;-16 08 26
 91324;HD 171455   ; 4.27; 7058;  137;-0.06;18 37 37.5;-50 08 47
 91073;HD 171489   ; 4.40; 5959;   73; 0.08;18 34 35.6;+12 32 20
 91092;HD 171534   ; 4.03; 6697;  100; 0.07;18 34 51.2;+14 43 58
 91187;HD 171587   ; 4.48; 5471;   55;-0.58;18 36 09.2;-10 53 26
 91336;HD 171616   ; 3.90; 7004;  112;-0.35;18 37 44.0;-41 36 51
 91058;HD 171620   ; 4.26; 6122;   75;-0.48;18 34 30.6;+34 24 56
 91383;HD 171645   ; 3.76; 6137;  123; 0.46;18 38 17.7;-45 27 58
 91287;HD 171665   ; 4.46; 5725;   97;-0.10;18 37 12.8;-25 40 16
 91078;HD 171763   ; 3.81; 6433;   81; 0.16;18 34 38.8;+41 33 59
 91280;HD 171770   ; 4.29; 6711;   94; 0.11;18 37 09.0;-15 01 34
 91169;HD 171781   ; 3.72; 6537;   97; 0.35;18 35 57.9;+19 53 00
 91272;HD 171836   ; 4.15; 6886;  110;-0.38;18 37 02.5;-04 36 55
 91314;HD 171854   ; 3.90; 6457;   80; 0.10;18 37 32.8;-12 20 59
 91233;HD 171874   ; 3.77; 6708;   98; 0.19;18 36 36.6;+12 59 15
 91120;HD 171886   ; 4.24; 6395;   94;-0.33;18 35 14.4;+41 34 53
 91281;HD 171888   ; 4.02; 6121;   68; 0.07;18 37 09.4;+00 57 04
 91332;HD 171918   ; 4.17; 5717;   60; 0.26;18 37 42.6;-07 20 12
 91424;HD 171936   ; 3.75; 6870;  105;-0.01;18 38 41.8;-30 01 40
 91701;HD 171942   ; 4.51; 5707;   67;-0.09;18 42 02.8;-64 19 24
 92233;HD 171990   ; 4.00; 6029;   88; 0.15;18 47 49.1;-77 52 05
 91582;HD 172063   ; 4.51; 5524;   53; 0.09;18 40 33.5;-48 34 05
 90902;HD 172066   ; 3.99; 6408;   69; 0.10;18 32 30.2;+68 36 51
 90760;HD 172083   ; 4.45; 6149;   79;-0.16;18 31 03.1;+73 05 01
 91588;HD 172144   ; 3.56; 6284;  114; 0.34;18 40 42.3;-44 10 20
 92103;HD 172266   ; 3.98; 6521;   98;-0.07;18 46 15.6;-72 48 48
 91631;HD 172283   ; 3.85; 6286;   84;-0.15;18 41 14.2;-41 26 23
 91603;HD 172299   ; 3.88; 5652;   85; 0.00;18 40 53.0;-34 56 55
 90461;HD 172339   ; 4.08; 6187;   71;-0.33;18 27 33.4;+79 47 41
 91318;HD 172379   ; 4.22; 6913;  105;-0.21;18 37 34.8;+46 08 59
 91621;HD 172407   ; 3.92; 6148;   92; 0.13;18 41 06.3;-26 44 26
 91535;HD 172426   ; 3.89; 6430;   69;-0.10;18 40 04.0;+01 17 27
 91786;HD 172444   ; 4.62; 5205;   96;-0.15;18 42 58.6;-51 12 55
 91492;HD 172499   ; 3.28; 6972;  152;-0.20;18 39 34.1;+26 35 14
 91700;HD 172513   ; 4.51; 5569;   58; 0.02;18 42 02.3;-34 27 58
 91873;HD 172518   ; 4.18; 5758;   69;-0.01;18 43 46.0;-55 15 12
 91686;HD 172547   ; 3.98; 6804;  112; 0.12;18 41 50.3;-24 21 15
 91684;HD 172548   ; 4.05; 5594;   94;-0.02;18 41 49.3;-26 17 44
 91229;HD 172557   ; 4.44; 5967;   63;-0.03;18 36 33.9;+63 21 44
 91569;HD 172558   ; 4.32; 6432;   74;-0.28;18 40 21.9;+13 22 11
 91860;HD 172582   ; 4.44; 5652;   76;-0.36;18 43 40.5;-50 09 54
 91507;HD 172649   ; 4.36; 6209;   71;-0.20;18 39 42.1;+37 59 35
 91407;HD 172711   ; 3.95; 6455;   84; 0.15;18 38 32.0;+55 14 43
 91649;HD 172718   ; 3.98; 6115;   86;-0.07;18 41 21.7;+07 54 13
 91957;HD 172952   ; 4.20; 6767;  152;-0.09;18 44 40.1;-38 07 42
 91992;HD 172993   ; 3.97; 6268;  151;-0.06;18 44 59.2;-39 45 00
 91658;HD 173024   ; 4.14; 6031;   85;-0.11;18 41 27.4;+40 28 35
 91903;HD 173059   ; 3.67; 6506;   78;-0.01;18 44 08.7;-19 19 04
 91818;HD 173071   ; 4.43; 6006;   79; 0.05;18 43 15.7;+09 02 28
 91825;HD 173091   ; 4.30; 6267;   87;-0.46;18 43 19.4;+09 09 46
 92085;HD 173183   ; 3.81; 6725;  118; 0.04;18 46 03.5;-42 33 58
 91611;HD 173189   ; 4.35; 6362;  101;-0.14;18 41 00.2;+54 55 34
 91908;HD 173245   ; 4.04; 6765;  102;-0.22;18 44 11.2;+04 55 34
 91739;HD 173289   ; 4.07; 6206;   74; 0.28;18 42 27.6;+44 16 24
 92134;HD 173483   ; 4.34; 5740;   72;-0.36;18 46 43.0;-29 30 11
 91934;HD 173493   ; 3.76; 6533;  101; 0.23;18 44 29.1;+27 31 53
 91958;HD 173494   ; 4.16; 6639;   96; 0.03;18 44 40.2;+23 35 23
 92288;HD 173560   ; 4.12; 5738;   77;-0.12;18 48 33.2;-50 42 11
 92078;HD 173634   ; 3.78; 6512;   76; 0.09;18 46 01.1;+09 49 06
 92234;HD 173645   ; 4.26; 6560;   85;-0.11;18 47 51.4;-35 29 53
 92101;HD 173651   ; 4.29; 6373;   72;-0.04;18 46 14.1;+02 57 13
 92263;HD 173683   ; 4.35; 5867;   89; 0.07;18 48 12.4;-37 28 46
 91823;HD 173700   ; 3.97; 6225;  120; 0.32;18 43 18.0;+57 49 06
 92026;HD 173742   ; 3.81; 5625;  101; 0.23;18 45 28.2;+34 12 49
 92224;HD 173883   ; 3.94; 5801;   56;-0.43;18 47 44.4;-00 14 10
 91941;HD 173906   ; 4.10; 6201;   69; 0.04;18 44 31.0;+57 17 06
 92427;HD 174058   ; 4.50; 6779;   83;-0.11;18 50 09.4;-33 35 53
 91812;HD 174123   ; 4.08; 6228;   66;-0.66;18 43 10.3;+69 20 59
 92519;HD 174153   ; 4.35; 6462;  167;-0.13;18 51 19.7;-44 28 32
 92270;HD 174160   ; 4.33; 6357;   78;-0.08;18 48 16.4;+23 30 53
 93834;HD 174341   ; 3.62; 6176;   86;-0.03;19 06 33.7;-82 29 32
 92418;HD 174457   ; 4.08; 5777;   77;-0.11;18 50 02.0;+15 18 41
 92291;HD 174504   ; 4.24; 6946;  121;-0.15;18 48 36.2;+45 15 42
 92305;HD 174505   ; 3.61; 6513;   78; 0.20;18 48 47.5;+43 11 42
 92395;HD 174622   ; 4.02; 6256;   76; 0.21;18 49 43.6;+36 40 35
 92569;HD 174719   ; 4.52; 5645;   61;-0.22;18 51 48.4;+03 01 51
 92899;HD 174785   ; 4.25; 6885;  123;-0.25;18 55 43.6;-58 14 34
 93052;HD 174787   ; 4.10; 7029;  120;-0.50;18 57 16.8;-66 19 54
 92532;HD 174912   ; 4.41; 5934;   64;-0.56;18 51 25.1;+38 37 35
 92598;HD 174963   ; 4.17; 7029;  142;-0.08;18 52 06.9;+27 15 36
 92864;HD 175128   ; 4.11; 6076;   81; 0.09;18 55 20.5;-32 32 34
 93889;HD 175169   ; 4.34; 5616;   79; 0.14;19 07 08.4;-80 33 08
 92781;HD 175179   ; 4.44; 5846;   60;-0.56;18 54 23.2;-04 36 18
 92615;HD 175226   ; 3.92; 6237;   93;-0.04;18 52 16.5;+43 42 35
 92666;HD 175290   ; 4.05; 6362;   90;-0.35;18 52 59.1;+37 19 03
 92854;HD 175297   ; 3.71; 6827;  104;-0.85;18 55 15.2;-14 41 27
 92900;HD 175382   ; 4.27; 6403;   87;-0.07;18 55 44.7;-16 20 57
 92720;HD 175425   ; 4.27; 5963;   56; 0.13;18 53 38.1;+37 59 06
 92913;HD 175432   ; 4.05; 6613;   77; 0.18;18 55 50.5;-14 48 55
 92739;HD 175537   ; 3.57; 7136;   99;-0.23;18 53 54.1;+40 19 25
 93036;HD 175568   ; 4.29; 6114;   76;-0.20;18 57 06.5;-28 06 57
 92771;HD 175576   ; 3.78; 6422;   75;-0.01;18 54 14.3;+41 13 32
 93182;HD 175629   ; 3.88; 5563;  106;-0.07;18 58 48.2;-50 51 35
 93226;HD 175735   ; 4.21; 6415;  124; 0.09;18 59 24.4;-50 20 34
 93114;HD 175758   ; 3.44; 6354;  115; 0.45;18 58 06.5;-30 49 30
 94304;HD 175862   ; 3.97; 6781;   89;-0.20;19 11 42.0;-81 24 46
 93020;HD 175956   ; 4.18; 6891;   92; 0.06;18 57 02.4;+22 48 30
 93207;HD 175979   ; 3.96; 6010;   62;-0.08;18 59 07.4;-28 35 33
 92793;HD 175987   ; 4.15; 6741;   95;-0.24;18 54 30.4;+58 44 08
 93164;HD 176014   ; 3.68; 6352;  116;-0.66;18 58 37.0;-14 46 07
 93190;HD 176118   ; 4.10; 6767;  122; 0.12;18 58 53.1;-04 43 36
 93208;HD 176141   ; 4.09; 6397;  114;-0.16;18 59 07.7;-08 58 13
 93064;HD 176229   ; 3.69; 6403;   88;-0.41;18 57 25.3;+42 06 12
 93585;HD 176250   ; 4.06; 6604;  105;-0.13;19 03 34.1;-62 37 41
 93486;HD 176278   ; 3.93; 6096;   71;-0.16;19 02 20.5;-53 30 28
 93319;HD 176328   ; 4.18; 6675;   87; 0.11;19 00 25.6;-17 29 03
 93029;HD 176341   ; 4.23; 6677;  123;-0.19;18 57 04.9;+51 43 15
 93375;HD 176367   ; 4.52; 6160;   94;-0.05;19 01 06.0;-28 42 50
 93534;HD 176370   ; 4.24; 6830;  136;-0.10;19 03 01.7;-54 34 29
 93412;HD 176383   ; 4.47; 6493;   79;-0.11;19 01 28.6;-34 22 35
 93252;HD 176441   ; 4.26; 6362;  119;-0.17;18 59 42.5;+16 15 09
 94191;HD 176464   ; 4.28; 6297;   82;-0.28;19 10 33.5;-78 03 32
 93479;HD 176612   ; 4.40; 6027;  114;-0.17;19 02 13.8;-28 39 03
 93745;HD 176666   ; 4.44; 6259;   81;-0.45;19 05 20.8;-61 41 24
 93062;HD 176796   ; 3.90; 6165;   74;-0.32;18 57 23.5;+64 49 50
 93318;HD 176845   ; 3.80; 6547;  116; 0.34;19 00 25.5;+39 20 15
 93327;HD 176894   ; 4.20; 6935;   98;-0.09;19 00 31.9;+41 41 03
 93543;HD 176903   ; 3.68; 6368;   79; 0.21;19 03 06.9;-19 06 10
 93143;HD 176968   ; 4.01; 6794;   90;-0.11;18 58 26.4;+63 26 00
 93350;HD 176969   ; 4.36; 6211;   81;-0.03;19 00 50.1;+42 15 09
 93909;HD 177104   ; 3.96; 6522;  100;-0.15;19 07 19.6;-62 08 49
 93685;HD 177122   ; 4.46; 6051;   92;-0.23;19 04 41.4;-31 22 21
 93427;HD 177153   ; 4.32; 6155;   73;-0.06;19 01 39.6;+41 29 24
 93297;HD 177274   ; 4.15; 6327;   97; 0.12;19 00 12.4;+61 25 23
 93723;HD 177294   ; 4.05; 6670;  178; 0.10;19 04 59.9;-24 40 01
 93566;HD 177305   ; 4.29; 5835;   71;-0.27;19 03 26.5;+17 04 02
 93347;HD 177326   ; 3.65; 6546;  119;-0.32;19 00 48.3;+57 48 47
 94063;HD 177345   ; 3.96; 6831;  102; 0.03;19 08 57.1;-65 32 00
 94631;HD 177369   ; 4.41; 6341;  101;-0.29;19 15 25.3;-79 01 42
 94154;HD 177409   ; 4.44; 5880;   65;-0.15;19 09 54.5;-68 17 58
 93767;HD 177451   ; 4.12; 5903;   79;-0.24;19 05 44.7;-26 38 31
 93669;HD 177572   ; 4.22; 6319;   97; 0.28;19 04 26.2;+22 39 55
 93780;HD 177657   ; 4.09; 6592;   81; 0.14;19 05 54.0;-08 54 28
 93657;HD 177780   ; 4.47; 6039;   79; 0.01;19 04 16.3;+41 00 11
 93856;HD 178011   ; 3.69; 7234;  141;-0.15;19 06 52.4;+05 14 29
 94200;HD 178084   ; 3.81; 6045;   87; 0.28;19 10 39.8;-58 05 19
 94235;HD 178085   ; 4.34; 5958;   56;-0.06;19 10 57.8;-60 16 19
 93097;HD 178089   ; 4.07; 6760;   88;-0.10;18 57 57.1;+77 03 02
 94062;HD 178341   ; 4.02; 7080;  118;-0.43;19 08 57.0;-18 40 57
 93852;HD 178353   ; 3.68; 6606;   84; 0.01;19 06 50.2;+33 38 55
 93986;HD 178404   ; 3.85; 6914;  155;-0.06;19 08 11.5;+09 34 52
 93975;HD 178476   ; 4.23; 7143;  126;-0.15;19 08 03.5;+21 41 56
 94214;HD 178558   ; 4.42; 6576;   85;-0.16;19 10 47.8;-38 54 34
 94184;HD 178606   ; 4.07; 6553;   97; 0.12;19 10 27.6;-30 00 25
 93910;HD 178615   ; 3.60; 6871;   97; 0.01;19 07 19.9;+43 18 55
 94202;HD 178673   ; 4.15; 6158;   63; 0.00;19 10 41.8;-29 48 49
 94057;HD 178692   ; 3.86; 7024;  103;-0.02;19 08 54.3;+18 36 39
 93875;HD 178739   ; 3.95; 6764;  129;-0.16;19 07 06.2;+51 39 27
 94120;HD 178772   ; 3.69; 6551;  105; 0.20;19 09 34.0;+11 06 54
 93971;HD 178821   ; 3.69; 6322;   88; 0.22;19 08 00.6;+43 58 01
 94326;HD 178844   ; 4.63; 5675;   55;-0.19;19 11 57.3;-39 30 01
 94085;HD 178850   ; 3.86; 6248;   75; 0.02;19 09 11.8;+25 19 03
 93951;HD 178874   ; 3.65; 6530;   80; 0.19;19 07 46.8;+49 29 07
 94417;HD 178904   ; 4.34; 5764;   57; 0.12;19 13 00.9;-49 54 10
 94071;HD 178971   ; 4.24; 6797;  103;-0.10;19 09 01.9;+38 53 59
 94340;HD 179027   ; 4.39; 5519;   58; 0.08;19 12 06.4;-28 29 06
 94687;HD 179066   ; 4.16; 5914;   81;-0.03;19 16 01.2;-67 05 22
 94216;HD 179186   ; 3.95; 6883;  125;-0.16;19 10 48.3;+19 44 48
 94177;HD 179216   ; 3.68; 6710;   98;-0.27;19 10 16.1;+35 35 41
 94210;HD 179280   ; 3.90; 6900;  100;-0.29;19 10 45.6;+31 38 05
 94246;HD 179338   ; 4.24; 6903;  116;-0.07;19 11 03.4;+28 28 09
 94943;HD 179392   ; 3.87; 6696;  101;-0.05;19 19 10.9;-72 38 59
 94429;HD 179409   ; 4.07; 6492;   87;-0.11;19 13 09.1;-20 25 18
 94290;HD 179422   ; 4.18; 6646;  108; 0.02;19 11 30.9;+26 44 09
 94313;HD 179423   ; 3.91; 6907;   99; 0.02;19 11 46.6;+18 05 16
 94491;HD 179520   ; 4.22; 6859;  103;-0.21;19 13 56.3;-26 52 34
 94125;HD 179557   ; 4.29; 7089;  115;-0.05;19 09 37.6;+58 16 31
 94373;HD 179586   ; 3.76; 6980;   99;-0.03;19 12 28.4;+18 00 07
 94782;HD 179616   ; 4.04; 7011;  100;-0.20;19 17 09.0;-61 48 51
 94625;HD 179699   ; 4.16; 6211;  114; 0.38;19 15 20.2;-39 39 46
 94239;HD 179705   ; 3.70; 6583;   83; 0.06;19 11 00.7;+51 21 44
 94459;HD 179742   ; 3.97; 7069;  101;-0.24;19 13 33.5;+04 15 50
 95100;HD 179866   ; 4.17; 6293;   74; 0.13;19 20 49.3;-72 37 43
 96614;HD 179889   ; 4.04; 6206;   96; 0.00;19 38 34.0;-85 00 16
 94645;HD 179949   ; 4.34; 6205;  107; 0.10;19 15 33.2;-24 10 45
 94447;HD 179985   ; 3.78; 6437;   99; 0.43;19 13 18.6;+34 28 50
 94572;HD 180083   ; 4.28; 6350;   82; 0.04;19 14 48.8;+08 05 47
 94627;HD 180086   ; 3.71; 6946;   86;-0.48;19 15 22.2;-06 02 59
 94531;HD 180285   ; 4.00; 6396;   99;-0.17;19 14 21.1;+37 38 28
 94653;HD 180502   ; 3.98; 6023;   71; 0.39;19 15 38.0;+29 07 19
 94819;HD 180539   ; 4.06; 6923;  138;-0.23;19 17 37.0;-17 55 18
 94902;HD 180546   ; 4.30; 6466;  101; 0.00;19 18 43.2;-39 32 52
 94629;HD 180552   ; 4.26; 6720;   89;-0.17;19 15 22.5;+38 42 41
 94696;HD 180615   ; 3.83; 6141;   66;-0.08;19 16 08.6;+26 52 06
 95669;HD 180709   ; 4.40; 6199;   79;-0.28;19 27 35.0;-78 13 15
 99687;HD 180710   ; 4.28; 6154;  101; 0.05;20 13 45.1;-87 49 22
 94501;HD 180712   ; 4.43; 5884;  112;-0.19;19 14 01.4;+59 33 06
 94971;HD 180751   ; 4.08; 6283;   96; 0.10;19 19 33.1;-42 03 54
 94931;BD +41 3306 ; 4.51; 5000;   64;-0.34;19 19 00.5;+41 38 04
 94126;HD 180841   ; 4.39; 6132;   89;-0.47;19 09 38.2;+76 10 58
 95256;HD 180865   ; 4.48; 5231;   55; 0.06;19 22 49.6;-66 09 07
 94675;HD 180867   ; 3.84; 6127;   95;-0.13;19 15 54.6;+47 03 40
 94958;HD 180904   ; 4.24; 6278;   80;-0.54;19 19 25.5;-29 01 15
 94795;HD 180917   ; 4.21; 6559;   89;-0.08;19 17 16.3;+28 46 56
 94873;HD 180945   ; 4.09; 6443;   90; 0.03;19 18 23.3;+05 07 51
 95390;HD 180964   ; 4.02; 6192;   62; 0.13;19 24 18.2;-70 06 27
 96128;HD 180965   ; 3.89; 6460;   87;-0.13;19 32 43.1;-81 31 49
 95006;HD 181010   ; 4.55; 5263;   77; 0.05;19 19 56.1;-30 28 08
 95321;HD 181177   ; 4.10; 5882;   65;-0.01;19 23 36.4;-63 11 30
 94889;HD 181211   ; 4.06; 6971;  108;-0.27;19 18 37.7;+23 51 23
 94954;HD 181214   ; 3.71; 6454;   77; 0.17;19 19 19.5;+07 08 37
 94798;HD 181252   ; 4.09; 6812;   90;-0.16;19 17 18.5;+49 51 00
 95114;HD 181293   ; 4.02; 6320;   83;-0.14;19 20 58.2;-25 31 57
 95270;HD 181327   ; 4.25; 6507;   86; 0.07;19 22 58.9;-54 32 16
 94797;HD 181358   ; 3.76; 6251;   69; 0.26;19 17 17.5;+54 17 47
 94999;HD 181382   ; 3.87; 6207;  102;-0.02;19 19 51.9;+12 01 45
 95055;HD 181420   ; 4.18; 6639;  104;-0.01;19 20 27.0;-01 18 35
 95164;HD 181428   ; 4.23; 6254;   78; 0.05;19 21 39.3;-29 36 19
 95329;HD 181459   ; 3.96; 6445;  109;-0.24;19 23 39.6;-55 56 07
 94981;HD 181655   ; 4.17; 5693;   55; 0.04;19 19 38.9;+37 19 49
 94992;HD 181656   ; 3.81; 6858;   91;-0.08;19 19 45.9;+36 45 51
 95262;HD 181720   ; 4.10; 5775;  110;-0.42;19 22 52.9;-32 55 08
 95212;HD 181807   ; 3.74; 6537;  106;-0.14;19 22 11.6;-06 02 43
 95337;HD 181893   ; 3.94; 6527;  114;-0.01;19 23 44.8;-37 04 38
 95718;HD 181958   ; 3.93; 6378;  101;-0.07;19 28 06.4;-69 37 54
 96425;HD 181983   ; 4.40; 5409;   51; 0.14;19 36 15.3;-81 14 49
 95169;HD 182008   ; 4.22; 6766;   86;-0.18;19 21 40.5;+26 38 07
 95253;HD 182101   ; 4.20; 6464;   90;-0.26;19 22 48.3;+09 54 47
 95312;HD 182380   ; 3.75; 6330;   79;-0.14;19 23 29.6;+23 58 33
 95401;HD 182407   ; 3.94; 6011;   70; 0.26;19 24 23.0;+05 33 51
 95091;HD 182486   ; 3.91; 7028;  102;-0.09;19 20 45.5;+64 04 36
 95481;HD 182498   ; 4.42; 6034;   85;-0.05;19 25 18.6;-11 30 49
 95950;HD 182588   ; 4.12; 5839;  101;-0.45;19 30 44.7;-68 58 18
 95428;HD 182619   ; 4.49; 5652;   69;-0.05;19 24 41.8;+22 12 05
 95684;HD 182708   ; 3.99; 6360;   86; 0.37;19 27 43.2;-40 05 49
 95446;HD 182758   ; 4.29; 6064;   86;-0.51;19 24 56.1;+31 48 04
 95795;HD 182857   ; 4.50; 5251;   69;-0.05;19 29 02.8;-49 52 31
 95586;HD 182901   ; 4.08; 6586;   95; 0.06;19 26 31.9;+11 51 03
 95670;HD 182925   ; 3.96; 6449;  112;-0.02;19 27 35.0;-16 27 11
 95871;HD 183011   ; 4.29; 6984;  149;-0.19;19 29 55.4;-50 16 11
 95932;HD 183028   ; 4.30; 6570;  163;-0.09;19 30 34.6;-55 06 36
 95504;HD 183123   ; 3.72; 6302;   98; 0.07;19 25 29.7;+50 04 14
 95715;HD 183127   ; 4.30; 6531;  109; 0.00;19 28 05.7;-00 25 07
 95864;HD 183198   ; 4.63; 5444;  101;-0.02;19 29 51.1;-37 02 16
 95849;HD 183216   ; 4.44; 6066;   67; 0.12;19 29 40.5;-30 47 51
 95740;HD 183263   ; 4.33; 6106;  112; 0.34;19 28 24.5;+08 21 29
 95568;HD 183298   ; 4.12; 6118;   61; 0.13;19 26 22.0;+50 59 14
 95721;HD 183301   ; 3.82; 6463;   86; 0.02;19 28 12.0;+18 55 02
 95905;HD 183312   ; 4.27; 7008;  114;-0.09;19 30 14.9;-32 05 29
 95772;HD 183341   ; 4.30; 6057;   83; 0.05;19 28 46.3;+11 01 37
 94603;HD 183359   ; 4.00; 7115;  110; 0.04;19 15 06.7;+81 38 57
 96053;HD 183504   ; 3.76; 6140;  111; 0.07;19 31 47.9;-42 25 46
 96345;HD 183505   ; 4.41; 5766;   79; 0.01;19 35 16.5;-69 05 36
 96095;HD 183577   ; 4.11; 6302;  127;-0.13;19 32 13.9;-44 32 46
 96160;HD 183579   ; 4.52; 5819;  120;-0.17;19 33 08.5;-54 31 56
 96284;HD 183581   ; 3.96; 6936;  107;-0.01;19 34 39.5;-65 01 50
 95087;HD 183627   ; 3.73; 6635;   87; 0.10;19 20 42.7;+78 09 36
 95973;HD 183631   ; 4.08; 6336;   72;-0.03;19 30 58.0;-11 29 04
 95821;HD 183650   ; 4.15; 5633;   86; 0.26;19 29 21.4;+31 36 31
 95927;HD 183775   ; 4.16; 7016;  107; 0.12;19 30 31.7;+16 48 04
 96124;HD 183877   ; 4.42; 5672;   58;-0.22;19 32 40.3;-28 01 11
 96139;HD 183924   ; 4.00; 6947;   92;-0.13;19 32 52.9;-26 01 41
 96181;HD 183926   ; 3.73; 6863;  158;-0.09;19 33 23.8;-37 37 45
 96047;HD 183936   ; 3.98; 6448;   99;-0.07;19 31 43.2;+05 46 08
 96381;HD 183951   ; 4.05; 6580;  153;-0.10;19 35 46.1;-61 37 51
 95938;HD 183970   ; 4.32; 6156;  111;-0.24;19 30 40.0;+35 06 09
 96326;HD 184021   ; 4.26; 7025;   99; 0.00;19 35 05.4;-53 31 15
 96093;HD 184025   ; 4.00; 6956;  115;-0.02;19 32 13.3;+06 40 51
 96081;HD 184151   ; 3.74; 6384;   91;-0.24;19 32 05.4;+25 35 46
 96110;HD 184198   ; 3.89; 6240;   82;-0.19;19 32 26.3;+23 14 43
 96273;HD 184229   ; 4.45; 5720;  110;-0.20;19 34 33.3;-27 09 36
 96265;HD 184317   ; 4.28; 5908;   82; 0.18;19 34 26.0;-12 55 36
 96143;HD 184381   ; 3.54; 6602;  117; 0.23;19 32 54.8;+31 14 09
 96183;HD 184385   ; 4.51; 5538;   46; 0.04;19 33 25.5;+21 50 25
 96370;HD 184509   ; 4.32; 6073;   60;-0.19;19 35 35.7;-20 46 55
 96308;HD 184592   ; 4.40; 5732;   62;-0.01;19 34 55.6;+11 25 26
 96376;HD 184613   ; 4.19; 7053;  157; 0.08;19 35 39.7;-09 16 23
 96351;HD 184663   ; 4.28; 6755;   97;-0.11;19 35 25.1;+02 54 49
 96527;HD 184753   ; 3.60; 6760;  219; 0.30;19 37 27.2;-35 14 24
 96494;HD 184778   ; 3.86; 6023;   92;-0.10;19 37 02.0;-25 04 48
 96475;HD 184794   ; 3.69; 6688;   83; 0.17;19 36 49.1;-18 47 04
 97024;HD 184846   ; 4.26; 5711;   67;-0.19;19 43 07.2;-73 14 55
 96566;HD 184954   ; 3.75; 5908;   94; 0.30;19 37 52.8;-28 48 58
 96412;HD 184979   ; 4.27; 5969;   98;-0.18;19 36 05.5;+24 43 49
 97119;HD 184997   ; 3.88; 6751;  117;-0.10;19 44 17.1;-74 27 20
 96680;HD 185033   ; 4.18; 6712;  125;-0.13;19 39 19.2;-45 25 41
 96551;HD 185094   ; 4.24; 7026;   96;-0.10;19 37 43.7;-05 03 42
 96870;HD 185142   ; 3.71; 6532;   98;-0.02;19 41 24.8;-61 49 15
 96539;HD 185206   ; 3.72; 6875;  126;-0.23;19 37 35.5;+12 41 24
 96306;HD 185239   ; 4.25; 6510;   81;-0.12;19 34 51.8;+57 46 21
 96897;HD 185260   ; 4.19; 5693;   70; 0.14;19 41 49.8;-60 47 31
 96514;HD 185270   ; 4.23; 5952;   53;-0.12;19 37 15.9;+26 09 15
 96849;HD 185348   ; 4.20; 6085;   62; 0.01;19 41 10.4;-51 31 32
 97064;HD 185391   ; 3.88; 7031;  102;-0.31;19 43 33.8;-66 57 37
